line 0: me: X, them: C me: Rock, them: Scissors value: 7
line 1447: me: Y, them: A me: Paper, them: Rock value: 8
line 1448: me: X, them: C me: Rock, them: Scissors value: 7
line 1449: me: Y, them: B me: Paper, them: Paper value: 5
line 1450: me: X, them: B me: Rock, them: Paper value: 1
line 1451: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1452: me: X, them: C me: Rock, them: Scissors value: 7
line 1453: me: X, them: C me: Rock, them: Scissors value: 7
line 1454: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1455: me: X, them: C me: Rock, them: Scissors value: 7
line 1456: me: X, them: C me: Rock, them: Scissors value: 7
line 1457: me: Y, them: A me: Paper, them: Rock value: 8
line 1458: me: X, them: A me: Rock, them: Rock value: 4
line 1459: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1460: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1461: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1462: me: Y, them: B me: Paper, them: Paper value: 5
line 1463: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1464: me: Z, them: A me: Scissors, them: Rock value: 3
line 1465: me: X, them: B me: Rock, them: Paper value: 1
line 1466: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1467: me: X, them: C me: Rock, them: Scissors value: 7
line 1468: me: X, them: C me: Rock, them: Scissors value: 7
line 1469: me: Y, them: A me: Paper, them: Rock value: 8
line 1470: me: Z, them: A me: Scissors, them: Rock value: 3
line 1471: me: Y, them: B me: Paper, them: Paper value: 5
line 1472: me: Y, them: B me: Paper, them: Paper value: 5
line 1473: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1474: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1475: me: Y, them: A me: Paper, them: Rock value: 8
line 1476: me: Z, them: A me: Scissors, them: Rock value: 3
line 1477: me: Z, them: A me: Scissors, them: Rock value: 3
line 1478: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1479: me: Y, them: B me: Paper, them: Paper value: 5
line 1480: me: Y, them: B me: Paper, them: Paper value: 5
line 1481: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1482: me: Y, them: B me: Paper, them: Paper value: 5
line 1483: me: X, them: C me: Rock, them: Scissors value: 7
line 1484: me: X, them: C me: Rock, them: Scissors value: 7
line 1485: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1486: me: Z, them: A me: Scissors, them: Rock value: 3
line 1487: me: X, them: C me: Rock, them: Scissors value: 7
line 1488: me: X, them: C me: Rock, them: Scissors value: 7
line 1489: me: Y, them: B me: Paper, them: Paper value: 5
line 1490: me: Y, them: B me: Paper, them: Paper value: 5
line 1491: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1492: me: Y, them: B me: Paper, them: Paper value: 5
line 1493: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1494: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1495: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1496: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1497: me: X, them: C me: Rock, them: Scissors value: 7
line 1498: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1499: me: Y, them: B me: Paper, them: Paper value: 5
line 1500: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1501: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1502: me: X, them: B me: Rock, them: Paper value: 1
line 1503: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1504: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1505: me: X, them: C me: Rock, them: Scissors value: 7
line 1506: me: Y, them: B me: Paper, them: Paper value: 5
line 1507: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1508: me: Z, them: A me: Scissors, them: Rock value: 3
line 1509: me: Z, them: A me: Scissors, them: Rock value: 3
line 1510: me: Z, them: A me: Scissors, them: Rock value: 3
line 1511: me: X, them: C me: Rock, them: Scissors value: 7
line 1512: me: Y, them: B me: Paper, them: Paper value: 5
line 1513: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1514: me: Y, them: A me: Paper, them: Rock value: 8
line 1515: me: X, them: B me: Rock, them: Paper value: 1
line 1516: me: X, them: C me: Rock, them: Scissors value: 7
line 1517: me: X, them: C me: Rock, them: Scissors value: 7
line 1518: me: X, them: A me: Rock, them: Rock value: 4
line 1519: me: Y, them: A me: Paper, them: Rock value: 8
line 1520: me: X, them: B me: Rock, them: Paper value: 1
line 1521: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1522: me: X, them: C me: Rock, them: Scissors value: 7
line 1523: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1524: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1525: me: Y, them: B me: Paper, them: Paper value: 5
line 1526: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1527: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1528: me: Z, them: B me: Scissors, them: Paper value: 9
line 1529: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1530: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1531: me: X, them: B me: Rock, them: Paper value: 1
line 1532: me: Y, them: A me: Paper, them: Rock value: 8
line 1533: me: X, them: C me: Rock, them: Scissors value: 7
line 1534: me: Z, them: A me: Scissors, them: Rock value: 3
line 1535: me: Y, them: B me: Paper, them: Paper value: 5
line 1536: me: Z, them: A me: Scissors, them: Rock value: 3
line 1537: me: X, them: C me: Rock, them: Scissors value: 7
line 1538: me: X, them: B me: Rock, them: Paper value: 1
line 1539: me: X, them: B me: Rock, them: Paper value: 1
line 1540: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1541: me: X, them: A me: Rock, them: Rock value: 4
line 1542: me: Z, them: B me: Scissors, them: Paper value: 9
line 1543: me: Z, them: A me: Scissors, them: Rock value: 3
line 1544: me: Y, them: B me: Paper, them: Paper value: 5
line 1545: me: X, them: C me: Rock, them: Scissors value: 7
line 1546: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1547: me: Z, them: B me: Scissors, them: Paper value: 9
line 1548: me: X, them: C me: Rock, them: Scissors value: 7
line 1549: me: X, them: B me: Rock, them: Paper value: 1
line 1550: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1551: me: Z, them: A me: Scissors, them: Rock value: 3
line 1552: me: X, them: B me: Rock, them: Paper value: 1
line 1553: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1554: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1555: me: Z, them: A me: Scissors, them: Rock value: 3
line 1556: me: Y, them: A me: Paper, them: Rock value: 8
line 1557: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1558: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1559: me: X, them: B me: Rock, them: Paper value: 1
line 1560: me: Z, them: A me: Scissors, them: Rock value: 3
line 1561: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1562: me: Y, them: B me: Paper, them: Paper value: 5
line 1563: me: Y, them: B me: Paper, them: Paper value: 5
line 1564: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1565: me: Y, them: B me: Paper, them: Paper value: 5
line 1566: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1567: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1568: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1569: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1570: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1571: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1572: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1573: me: X, them: C me: Rock, them: Scissors value: 7
line 1574: me: Y, them: A me: Paper, them: Rock value: 8
line 1575: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1576: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1577: me: X, them: C me: Rock, them: Scissors value: 7
line 1578: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1579: me: Y, them: B me: Paper, them: Paper value: 5
line 1580: me: X, them: B me: Rock, them: Paper value: 1
line 1581: me: Y, them: B me: Paper, them: Paper value: 5
line 1582: me: Z, them: A me: Scissors, them: Rock value: 3
line 1583: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1584: me: Y, them: B me: Paper, them: Paper value: 5
line 1585: me: X, them: B me: Rock, them: Paper value: 1
line 1586: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1587: me: X, them: B me: Rock, them: Paper value: 1
line 1588: me: Y, them: C me: Paper, them: Scissors value: 2
line 1589: me: X, them: C me: Rock, them: Scissors value: 7
line 1590: me: Y, them: B me: Paper, them: Paper value: 5
line 1591: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1592: me: Y, them: B me: Paper, them: Paper value: 5
line 1593: me: Z, them: A me: Scissors, them: Rock value: 3
line 1594: me: Y, them: B me: Paper, them: Paper value: 5
line 1595: me: X, them: C me: Rock, them: Scissors value: 7
line 1596: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1597: me: X, them: B me: Rock, them: Paper value: 1
line 1598: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1599: me: Y, them: A me: Paper, them: Rock value: 8
line 1600: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1601: me: X, them: B me: Rock, them: Paper value: 1
line 1602: me: Z, them: A me: Scissors, them: Rock value: 3
line 1603: me: Y, them: A me: Paper, them: Rock value: 8
line 1604: me: Y, them: B me: Paper, them: Paper value: 5
line 1605: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1606: me: Y, them: A me: Paper, them: Rock value: 8
line 1607: me: Y, them: B me: Paper, them: Paper value: 5
line 1608: me: X, them: C me: Rock, them: Scissors value: 7
line 1609: me: Z, them: A me: Scissors, them: Rock value: 3
line 1610: me: Y, them: A me: Paper, them: Rock value: 8
line 1611: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1612: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1613: me: Y, them: A me: Paper, them: Rock value: 8
line 1614: me: X, them: B me: Rock, them: Paper value: 1
line 1615: me: X, them: C me: Rock, them: Scissors value: 7
line 1616: me: Y, them: B me: Paper, them: Paper value: 5
line 1617: me: Y, them: A me: Paper, them: Rock value: 8
line 1618: me: X, them: C me: Rock, them: Scissors value: 7
line 1619: me: X, them: B me: Rock, them: Paper value: 1
line 1620: me: X, them: C me: Rock, them: Scissors value: 7
line 1621: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1622: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1623: me: Y, them: B me: Paper, them: Paper value: 5
line 1624: me: Z, them: A me: Scissors, them: Rock value: 3
line 1625: me: Y, them: B me: Paper, them: Paper value: 5
line 1626: me: Z, them: A me: Scissors, them: Rock value: 3
line 1627: me: Y, them: A me: Paper, them: Rock value: 8
line 1628: me: Z, them: A me: Scissors, them: Rock value: 3
line 1629: me: X, them: B me: Rock, them: Paper value: 1
line 1630: me: Y, them: A me: Paper, them: Rock value: 8
line 1631: me: X, them: C me: Rock, them: Scissors value: 7
line 1632: me: Y, them: B me: Paper, them: Paper value: 5
line 1633: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1634: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1635: me: Z, them: A me: Scissors, them: Rock value: 3
line 1636: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1637: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1638: me: X, them: C me: Rock, them: Scissors value: 7
line 1639: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1640: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1641: me: Y, them: B me: Paper, them: Paper value: 5
line 1642: me: Z, them: A me: Scissors, them: Rock value: 3
line 1643: me: X, them: C me: Rock, them: Scissors value: 7
line 1644: me: Y, them: A me: Paper, them: Rock value: 8
line 1645: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1646: me: X, them: A me: Rock, them: Rock value: 4
line 1647: me: Z, them: A me: Scissors, them: Rock value: 3
line 1648: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1649: me: Y, them: B me: Paper, them: Paper value: 5
line 1650: me: X, them: C me: Rock, them: Scissors value: 7
line 1651: me: Y, them: C me: Paper, them: Scissors value: 2
line 1652: me: Y, them: A me: Paper, them: Rock value: 8
line 1653: me: X, them: B me: Rock, them: Paper value: 1
line 1654: me: Y, them: B me: Paper, them: Paper value: 5
line 1655: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1656: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1657: me: X, them: B me: Rock, them: Paper value: 1
line 1658: me: X, them: B me: Rock, them: Paper value: 1
line 1659: me: Y, them: C me: Paper, them: Scissors value: 2
line 1660: me: Y, them: B me: Paper, them: Paper value: 5
line 1661: me: X, them: B me: Rock, them: Paper value: 1
line 1662: me: X, them: C me: Rock, them: Scissors value: 7
line 1663: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1664: me: Z, them: A me: Scissors, them: Rock value: 3
line 1665: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1666: me: Z, them: A me: Scissors, them: Rock value: 3
line 1667: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1668: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1669: me: Z, them: A me: Scissors, them: Rock value: 3
line 1670: me: X, them: B me: Rock, them: Paper value: 1
line 1671: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1672: me: X, them: C me: Rock, them: Scissors value: 7
line 1673: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1674: me: Y, them: B me: Paper, them: Paper value: 5
line 1675: me: X, them: B me: Rock, them: Paper value: 1
line 1676: me: Z, them: A me: Scissors, them: Rock value: 3
line 1677: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1678: me: X, them: B me: Rock, them: Paper value: 1
line 1679: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1680: me: Z, them: B me: Scissors, them: Paper value: 9
line 1681: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1682: me: Y, them: B me: Paper, them: Paper value: 5
line 1683: me: Y, them: B me: Paper, them: Paper value: 5
line 1684: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1685: me: Y, them: B me: Paper, them: Paper value: 5
line 1686: me: Y, them: A me: Paper, them: Rock value: 8
line 1687: me: Z, them: A me: Scissors, them: Rock value: 3
line 1688: me: Z, them: A me: Scissors, them: Rock value: 3
line 1689: me: X, them: C me: Rock, them: Scissors value: 7
line 1690: me: X, them: A me: Rock, them: Rock value: 4
line 1691: me: X, them: C me: Rock, them: Scissors value: 7
line 1692: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1693: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1694: me: Y, them: A me: Paper, them: Rock value: 8
line 1695: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1696: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1697: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1698: me: Y, them: A me: Paper, them: Rock value: 8
line 1699: me: X, them: B me: Rock, them: Paper value: 1
line 1700: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1701: me: X, them: C me: Rock, them: Scissors value: 7
line 1702: me: X, them: B me: Rock, them: Paper value: 1
line 1703: me: X, them: C me: Rock, them: Scissors value: 7
line 1704: me: X, them: C me: Rock, them: Scissors value: 7
line 1705: me: Y, them: B me: Paper, them: Paper value: 5
line 1706: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1707: me: X, them: B me: Rock, them: Paper value: 1
line 1708: me: X, them: C me: Rock, them: Scissors value: 7
line 1709: me: Y, them: B me: Paper, them: Paper value: 5
line 1710: me: Y, them: A me: Paper, them: Rock value: 8
line 1711: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1712: me: X, them: C me: Rock, them: Scissors value: 7
line 1713: me: X, them: C me: Rock, them: Scissors value: 7
line 1714: me: Z, them: A me: Scissors, them: Rock value: 3
line 1715: me: Y, them: B me: Paper, them: Paper value: 5
line 1716: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1717: me: Y, them: B me: Paper, them: Paper value: 5
line 1718: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1719: me: Z, them: B me: Scissors, them: Paper value: 9
line 1720: me: Y, them: B me: Paper, them: Paper value: 5
line 1721: me: Y, them: B me: Paper, them: Paper value: 5
line 1722: me: Y, them: A me: Paper, them: Rock value: 8
line 1723: me: Y, them: B me: Paper, them: Paper value: 5
line 1724: me: Y, them: B me: Paper, them: Paper value: 5
line 1725: me: X, them: A me: Rock, them: Rock value: 4
line 1726: me: Y, them: A me: Paper, them: Rock value: 8
line 1727: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1728: me: X, them: C me: Rock, them: Scissors value: 7
line 1729: me: X, them: B me: Rock, them: Paper value: 1
line 1730: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1731: me: X, them: C me: Rock, them: Scissors value: 7
line 1732: me: X, them: C me: Rock, them: Scissors value: 7
line 1733: me: Y, them: B me: Paper, them: Paper value: 5
line 1734: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1735: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1736: me: Y, them: B me: Paper, them: Paper value: 5
line 1737: me: Y, them: A me: Paper, them: Rock value: 8
line 1738: me: Y, them: B me: Paper, them: Paper value: 5
line 1739: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1740: me: X, them: C me: Rock, them: Scissors value: 7
line 1741: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1742: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1743: me: X, them: C me: Rock, them: Scissors value: 7
line 1744: me: Y, them: A me: Paper, them: Rock value: 8
line 1745: me: Y, them: A me: Paper, them: Rock value: 8
line 1746: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1747: me: Y, them: A me: Paper, them: Rock value: 8
line 1748: me: X, them: C me: Rock, them: Scissors value: 7
line 1749: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1750: me: Z, them: A me: Scissors, them: Rock value: 3
line 1751: me: Z, them: A me: Scissors, them: Rock value: 3
line 1752: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1753: me: Y, them: B me: Paper, them: Paper value: 5
line 1754: me: X, them: A me: Rock, them: Rock value: 4
line 1755: me: X, them: A me: Rock, them: Rock value: 4
line 1756: me: X, them: B me: Rock, them: Paper value: 1
line 1757: me: Z, them: A me: Scissors, them: Rock value: 3
line 1758: me: X, them: C me: Rock, them: Scissors value: 7
line 1759: me: X, them: C me: Rock, them: Scissors value: 7
line 1760: me: X, them: C me: Rock, them: Scissors value: 7
line 1761: me: X, them: C me: Rock, them: Scissors value: 7
line 1762: me: Z, them: A me: Scissors, them: Rock value: 3
line 1763: me: Z, them: A me: Scissors, them: Rock value: 3
line 1764: me: X, them: C me: Rock, them: Scissors value: 7
line 1765: me: X, them: B me: Rock, them: Paper value: 1
line 1766: me: Y, them: B me: Paper, them: Paper value: 5
line 1767: me: X, them: C me: Rock, them: Scissors value: 7
line 1768: me: Y, them: B me: Paper, them: Paper value: 5
line 1769: me: Z, them: B me: Scissors, them: Paper value: 9
line 1770: me: Z, them: A me: Scissors, them: Rock value: 3
line 1771: me: Y, them: A me: Paper, them: Rock value: 8
line 1772: me: X, them: C me: Rock, them: Scissors value: 7
line 1773: me: Y, them: B me: Paper, them: Paper value: 5
line 1774: me: Y, them: B me: Paper, them: Paper value: 5
line 1775: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1776: me: X, them: B me: Rock, them: Paper value: 1
line 1777: me: X, them: B me: Rock, them: Paper value: 1
line 1778: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1779: me: Y, them: B me: Paper, them: Paper value: 5
line 1780: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1781: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1782: me: Y, them: B me: Paper, them: Paper value: 5
line 1783: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1784: me: X, them: C me: Rock, them: Scissors value: 7
line 1785: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1786: me: Y, them: B me: Paper, them: Paper value: 5
line 1787: me: X, them: C me: Rock, them: Scissors value: 7
line 1788: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1789: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1790: me: X, them: C me: Rock, them: Scissors value: 7
line 1791: me: X, them: B me: Rock, them: Paper value: 1
line 1792: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1793: me: X, them: C me: Rock, them: Scissors value: 7
line 1794: me: X, them: C me: Rock, them: Scissors value: 7
line 1795: me: Y, them: C me: Paper, them: Scissors value: 2
line 1796: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1797: me: Y, them: B me: Paper, them: Paper value: 5
line 1798: me: X, them: C me: Rock, them: Scissors value: 7
line 1799: me: X, them: C me: Rock, them: Scissors value: 7
line 1800: me: Y, them: A me: Paper, them: Rock value: 8
line 1801: me: X, them: C me: Rock, them: Scissors value: 7
line 1802: me: X, them: C me: Rock, them: Scissors value: 7
line 1803: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1804: me: X, them: C me: Rock, them: Scissors value: 7
line 1805: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1806: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1807: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1808: me: X, them: A me: Rock, them: Rock value: 4
line 1809: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1810: me: Y, them: C me: Paper, them: Scissors value: 2
line 1811: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1812: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1813: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1814: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1815: me: X, them: A me: Rock, them: Rock value: 4
line 1816: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1817: me: X, them: B me: Rock, them: Paper value: 1
line 1818: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1819: me: X, them: C me: Rock, them: Scissors value: 7
line 1820: me: Y, them: B me: Paper, them: Paper value: 5
line 1821: me: X, them: C me: Rock, them: Scissors value: 7
line 1822: me: Z, them: A me: Scissors, them: Rock value: 3
line 1823: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1824: me: X, them: C me: Rock, them: Scissors value: 7
line 1825: me: Y, them: B me: Paper, them: Paper value: 5
line 1826: me: Y, them: B me: Paper, them: Paper value: 5
line 1827: me: Z, them: A me: Scissors, them: Rock value: 3
line 1828: me: Y, them: A me: Paper, them: Rock value: 8
line 1829: me: X, them: C me: Rock, them: Scissors value: 7
line 1830: me: Z, them: A me: Scissors, them: Rock value: 3
line 1831: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1832: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1833: me: Y, them: A me: Paper, them: Rock value: 8
line 1834: me: Z, them: A me: Scissors, them: Rock value: 3
line 1835: me: X, them: A me: Rock, them: Rock value: 4
line 1836: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1837: me: Z, them: A me: Scissors, them: Rock value: 3
line 1838: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1839: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1840: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1841: me: Z, them: A me: Scissors, them: Rock value: 3
line 1842: me: Y, them: A me: Paper, them: Rock value: 8
line 1843: me: Z, them: A me: Scissors, them: Rock value: 3
line 1844: me: Z, them: A me: Scissors, them: Rock value: 3
line 1845: me: Y, them: A me: Paper, them: Rock value: 8
line 1846: me: Y, them: A me: Paper, them: Rock value: 8
line 1847: me: X, them: C me: Rock, them: Scissors value: 7
line 1848: me: Y, them: A me: Paper, them: Rock value: 8
line 1849: me: Y, them: A me: Paper, them: Rock value: 8
line 1850: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1851: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1852: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1853: me: X, them: B me: Rock, them: Paper value: 1
line 1854: me: X, them: C me: Rock, them: Scissors value: 7
line 1855: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1856: me: X, them: B me: Rock, them: Paper value: 1
line 1857: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1858: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1859: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1860: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1861: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1862: me: Y, them: B me: Paper, them: Paper value: 5
line 1863: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1864: me: Y, them: B me: Paper, them: Paper value: 5
line 1865: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1866: me: X, them: C me: Rock, them: Scissors value: 7
line 1867: me: Z, them: A me: Scissors, them: Rock value: 3
line 1868: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1869: me: X, them: B me: Rock, them: Paper value: 1
line 1870: me: Y, them: B me: Paper, them: Paper value: 5
line 1871: me: X, them: C me: Rock, them: Scissors value: 7
line 1872: me: Y, them: B me: Paper, them: Paper value: 5
line 1873: me: X, them: C me: Rock, them: Scissors value: 7
line 1874: me: X, them: C me: Rock, them: Scissors value: 7
line 1875: me: Y, them: A me: Paper, them: Rock value: 8
line 1876: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1877: me: X, them: C me: Rock, them: Scissors value: 7
line 1878: me: X, them: C me: Rock, them: Scissors value: 7
line 1879: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1880: me: X, them: C me: Rock, them: Scissors value: 7
line 1881: me: X, them: C me: Rock, them: Scissors value: 7
line 1882: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1883: me: Y, them: B me: Paper, them: Paper value: 5
line 1884: me: X, them: B me: Rock, them: Paper value: 1
line 1885: me: X, them: C me: Rock, them: Scissors value: 7
line 1886: me: X, them: B me: Rock, them: Paper value: 1
line 1887: me: Y, them: B me: Paper, them: Paper value: 5
line 1888: me: X, them: C me: Rock, them: Scissors value: 7
line 1889: me: Z, them: A me: Scissors, them: Rock value: 3
line 1890: me: Y, them: B me: Paper, them: Paper value: 5
line 1891: me: Z, them: A me: Scissors, them: Rock value: 3
line 1892: me: Y, them: B me: Paper, them: Paper value: 5
line 1893: me: Z, them: A me: Scissors, them: Rock value: 3
line 1894: me: Y, them: A me: Paper, them: Rock value: 8
line 1895: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1896: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1897: me: X, them: C me: Rock, them: Scissors value: 7
line 1898: me: Y, them: B me: Paper, them: Paper value: 5
line 1899: me: Y, them: A me: Paper, them: Rock value: 8
line 1900: me: Y, them: A me: Paper, them: Rock value: 8
line 1901: me: X, them: C me: Rock, them: Scissors value: 7
line 1902: me: Y, them: B me: Paper, them: Paper value: 5
line 1903: me: X, them: C me: Rock, them: Scissors value: 7
line 1904: me: Z, them: A me: Scissors, them: Rock value: 3
line 1905: me: Z, them: A me: Scissors, them: Rock value: 3
line 1906: me: X, them: C me: Rock, them: Scissors value: 7
line 1907: me: X, them: A me: Rock, them: Rock value: 4
line 1908: me: X, them: C me: Rock, them: Scissors value: 7
line 1909: me: Z, them: A me: Scissors, them: Rock value: 3
line 1910: me: X, them: C me: Rock, them: Scissors value: 7
line 1911: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1912: me: X, them: C me: Rock, them: Scissors value: 7
line 1913: me: Y, them: A me: Paper, them: Rock value: 8
line 1914: me: X, them: C me: Rock, them: Scissors value: 7
line 1915: me: Y, them: B me: Paper, them: Paper value: 5
line 1916: me: Y, them: B me: Paper, them: Paper value: 5
line 1917: me: X, them: C me: Rock, them: Scissors value: 7
